gene_name,control_females_max_transcript_counts,control_males_max_transcript_counts,difference
LOC111127519,1,2,-1
LOC111127533,1,2,-1
LOC111127539,3,2,1
LOC111127549,3,2,1
LOC111127569,3,1,2
LOC111127570,2,1,1
LOC111127575,3,2,1
LOC111127583,4,2,2
LOC111127587,2,3,-1
LOC111127590,2,1,1
LOC111127591,2,1,1
LOC111127593,2,1,1
LOC111127598,2,1,1
LOC111127601,3,2,1
LOC111127602,2,1,1
LOC111127603,3,2,1
LOC111127623,0,2,-2
LOC111127624,0,1,-1
LOC111127631,0,1,-1
LOC111127633,3,2,1
LOC111127639,1,2,-1
LOC111127642,4,3,1
LOC111127644,4,2,2
LOC111127646,2,1,1
LOC111127648,0,1,-1
LOC111127650,10,7,3
LOC111127656,2,1,1
LOC111127726,2,1,1
LOC111127733,2,1,1
LOC111127743,4,3,1
LOC111127755,1,2,-1
LOC111127764,1,2,-1
LOC111127765,3,2,1
LOC111127781,2,3,-1
LOC111127790,4,3,1
LOC111127795,3,2,1
LOC111127808,2,3,-1
LOC111127810,2,3,-1
LOC111127823,2,1,1
LOC111127830,2,3,-1
LOC111127832,4,3,1
LOC111127840,2,1,1
LOC111127846,4,3,1
LOC111127852,1,2,-1
LOC111127855,3,4,-1
LOC111127860,2,1,1
LOC111127862,6,3,3
LOC111127877,10,7,3
LOC111127889,2,1,1
LOC111127902,3,2,1
LOC111127906,8,6,2
LOC111127908,1,3,-2
LOC111127911,8,6,2
LOC111127914,4,3,1
LOC111127975,7,6,1
LOC111127981,15,10,5
LOC111127989,3,2,1
LOC111127992,3,2,1
LOC111127993,3,2,1
LOC111128012,0,1,-1
LOC111128029,8,3,5
LOC111128033,4,5,-1
LOC111128034,4,3,1
LOC111128040,5,3,2
LOC111128041,14,7,7
LOC111128057,3,2,1
LOC111128065,4,3,1
LOC111128067,3,2,1
LOC111128069,2,1,1
LOC111128074,1,4,-3
LOC111128076,17,16,1
LOC111128078,2,1,1
LOC111128082,9,8,1
LOC111128085,13,9,4
LOC111128093,7,3,4
LOC111128094,2,1,1
LOC111128106,2,1,1
LOC111128107,2,1,1
LOC111128112,1,2,-1
LOC111128118,4,2,2
LOC111128136,3,2,1
LOC111128150,5,3,2
LOC111128152,2,1,1
LOC111128188,6,5,1
LOC111128195,2,3,-1
LOC111128224,2,1,1
LOC111128241,1,2,-1
LOC111128242,3,2,1
LOC111128244,11,1,10
LOC111128245,6,5,1
LOC111128249,0,1,-1
LOC111128256,3,5,-2
LOC111128258,2,1,1
LOC111128273,2,3,-1
LOC111128277,3,2,1
LOC111128281,1,3,-2
LOC111128292,7,4,3
LOC111128293,2,1,1
LOC111128296,2,1,1
LOC111128313,4,5,-1
LOC111128315,4,2,2
LOC111128319,1,2,-1
LOC111128324,2,1,1
LOC111128348,1,2,-1
LOC111128358,5,3,2
LOC111128360,3,4,-1
LOC111128377,2,1,1
LOC111128397,1,2,-1
LOC111128405,4,2,2
LOC111128422,0,1,-1
LOC111128424,2,1,1
LOC111128425,4,3,1
LOC111128432,3,4,-1
LOC111128437,3,2,1
LOC111128447,1,2,-1
LOC111128450,7,5,2
LOC111128477,2,1,1
LOC111128488,2,1,1
LOC111128492,4,3,1
LOC111128494,0,1,-1
LOC111128498,5,4,1
LOC111128504,2,1,1
LOC111128506,1,0,1
LOC111128511,3,2,1
LOC111128523,10,6,4
LOC111128531,7,2,5
LOC111128533,8,7,1
LOC111128536,3,2,1
LOC111128537,3,2,1
LOC111128548,5,4,1
LOC111128549,4,3,1
LOC111128553,2,1,1
LOC111128570,2,1,1
LOC111128581,24,19,5
LOC111128585,2,1,1
LOC111128586,3,2,1
LOC111128599,5,3,2
LOC111128600,2,3,-1
LOC111128607,4,3,1
LOC111128618,2,1,1
LOC111128623,3,2,1
LOC111128624,2,1,1
LOC111128642,3,2,1
LOC111128644,2,1,1
LOC111128645,1,2,-1
LOC111128648,3,2,1
LOC111128651,0,1,-1
LOC111128656,4,2,2
LOC111128658,4,3,1
LOC111128660,3,4,-1
LOC111128679,5,4,1
LOC111128683,3,1,2
LOC111128686,0,1,-1
LOC111128687,4,3,1
LOC111128696,2,1,1
LOC111128697,2,1,1
LOC111128698,9,5,4
LOC111128700,2,1,1
LOC111128713,3,2,1
LOC111128725,3,2,1
LOC111128737,2,1,1
LOC111128741,2,1,1
LOC111128746,9,6,3
LOC111128752,2,1,1
LOC111128759,4,3,1
LOC111128761,3,2,1
LOC111128768,9,7,2
LOC111128783,6,4,2
LOC111128788,3,6,-3
LOC111128790,2,4,-2
LOC111128794,6,4,2
LOC111128800,5,1,4
LOC111128803,10,6,4
LOC111128808,2,1,1
LOC111128814,1,2,-1
LOC111128821,7,6,1
LOC111128852,5,4,1
LOC111128859,8,3,5
LOC111128864,2,1,1
LOC111128871,11,8,3
LOC111128873,2,3,-1
LOC111128876,1,2,-1
LOC111128878,8,5,3
LOC111128883,18,7,11
LOC111128885,4,3,1
LOC111128902,4,3,1
LOC111128913,5,4,1
LOC111128914,2,1,1
LOC111128919,3,2,1
LOC111128929,1,0,1
LOC111128930,3,1,2
LOC111128933,8,6,2
LOC111128946,2,3,-1
LOC111128961,2,1,1
LOC111128966,3,2,1
LOC111128978,3,2,1
LOC111128979,11,7,4
LOC111128990,5,2,3
LOC111128992,4,3,1
LOC111128998,11,6,5
LOC111128999,2,1,1
LOC111129002,4,2,2
LOC111129005,5,4,1
LOC111129006,5,4,1
LOC111129007,3,4,-1
LOC111129017,3,2,1
LOC111129020,3,2,1
LOC111129022,1,2,-1
LOC111129023,4,1,3
LOC111129038,1,2,-1
LOC111129041,2,1,1
LOC111129045,0,1,-1
LOC111129051,2,1,1
LOC111129055,9,7,2
LOC111129056,8,7,1
LOC111129069,4,2,2
LOC111129075,0,1,-1
LOC111129076,3,2,1
LOC111129079,4,3,1
LOC111129081,5,3,2
LOC111129088,14,10,4
LOC111129092,6,5,1
LOC111129093,3,2,1
LOC111129094,5,4,1
LOC111129117,7,6,1
LOC111129121,7,6,1
LOC111129125,5,4,1
LOC111129131,8,4,4
LOC111129133,4,3,1
LOC111129143,8,3,5
LOC111129162,20,12,8
LOC111129164,2,1,1
LOC111129170,20,11,9
LOC111129171,0,1,-1
LOC111129176,4,2,2
LOC111129177,8,5,3
LOC111129181,2,1,1
LOC111129189,4,3,1
LOC111129193,5,6,-1
LOC111129198,2,1,1
LOC111129199,1,2,-1
LOC111129205,3,2,1
LOC111129207,2,1,1
LOC111129214,2,1,1
LOC111129221,5,3,2
LOC111129228,2,1,1
LOC111129231,5,4,1
LOC111129233,0,1,-1
LOC111129239,3,2,1
LOC111129248,1,0,1
LOC111129252,4,5,-1
LOC111129256,4,3,1
LOC111129267,5,2,3
LOC111129269,6,3,3
LOC111129275,1,2,-1
LOC111129277,4,3,1
LOC111129294,3,2,1
LOC111129300,5,4,1
LOC111129303,2,1,1
LOC111129304,2,1,1
LOC111129315,2,1,1
LOC111129330,1,2,-1
LOC111129334,7,3,4
LOC111129343,5,4,1
LOC111129348,6,4,2
LOC111129352,6,4,2
LOC111129365,5,3,2
LOC111129367,1,2,-1
LOC111129371,3,2,1
LOC111129374,2,1,1
LOC111129376,4,3,1
LOC111129397,3,1,2
LOC111129402,1,4,-3
LOC111129405,2,1,1
LOC111129406,3,2,1
LOC111129431,3,2,1
LOC111129432,2,4,-2
LOC111129433,3,4,-1
LOC111129459,5,2,3
LOC111129462,3,2,1
LOC111129472,2,1,1
LOC111129473,3,1,2
LOC111129477,1,2,-1
LOC111129478,5,2,3
LOC111129479,3,2,1
LOC111129480,2,1,1
LOC111129483,8,4,4
LOC111129497,5,2,3
LOC111129501,3,1,2
LOC111129505,2,1,1
LOC111129512,8,10,-2
LOC111129513,5,4,1
LOC111129523,1,3,-2
LOC111129562,2,1,1
LOC111129573,0,1,-1
LOC111129591,6,4,2
LOC111129595,1,0,1
LOC111129643,4,3,1
LOC111129644,3,2,1
LOC111129646,0,1,-1
LOC111129668,1,2,-1
LOC111129693,6,4,2
LOC111129706,3,2,1
LOC111129817,4,3,1
LOC111129819,3,2,1
LOC111129823,9,4,5
LOC111129836,9,6,3
LOC111129863,5,3,2
LOC111129874,10,8,2
LOC111129877,9,8,1
LOC111129882,4,2,2
LOC111129891,2,1,1
LOC111129892,2,1,1
LOC111129899,9,5,4
LOC111129906,3,1,2
LOC111129907,3,2,1
LOC111129912,4,3,1
LOC111129917,1,2,-1
LOC111129922,3,4,-1
LOC111129923,3,2,1
LOC111129932,2,1,1
LOC111129933,3,2,1
LOC111129938,2,1,1
LOC111129944,5,2,3
LOC111129949,2,1,1
LOC111129954,3,2,1
LOC111129964,1,2,-1
LOC111129967,6,5,1
LOC111129975,23,20,3
LOC111129980,10,5,5
LOC111129982,2,1,1
LOC111129993,0,1,-1
LOC111130000,3,1,2
LOC111130003,1,2,-1
LOC111130010,3,2,1
LOC111130012,3,2,1
LOC111130021,3,2,1
LOC111130025,2,1,1
LOC111130029,4,2,2
LOC111130038,4,5,-1
LOC111130040,15,6,9
LOC111130042,3,2,1
LOC111130045,2,1,1
LOC111130048,4,3,1
LOC111130051,4,2,2
LOC111130052,7,6,1
LOC111130053,5,1,4
LOC111130055,3,2,1
LOC111130058,2,1,1
LOC111130063,4,3,1
LOC111130070,2,1,1
LOC111130071,2,3,-1
LOC111130074,4,3,1
LOC111130081,5,4,1
LOC111130104,2,1,1
LOC111130107,6,5,1
LOC111130110,2,3,-1
LOC111130111,6,2,4
LOC111130115,2,1,1
LOC111130125,4,3,1
LOC111130136,2,1,1
LOC111130142,2,1,1
LOC111130148,1,2,-1
LOC111130154,2,1,1
LOC111130155,3,2,1
LOC111130158,2,1,1
LOC111130170,3,1,2
LOC111130171,2,1,1
LOC111130175,3,2,1
LOC111130178,4,3,1
LOC111130179,3,2,1
LOC111130185,2,1,1
LOC111130188,2,1,1
LOC111130203,4,2,2
LOC111130209,4,2,2
LOC111130214,2,1,1
LOC111130223,3,4,-1
LOC111130224,1,2,-1
LOC111130232,2,1,1
LOC111130239,2,1,1
LOC111130241,2,1,1
LOC111130245,4,3,1
LOC111130249,4,3,1
LOC111130250,2,4,-2
LOC111130256,5,4,1
LOC111130277,6,5,1
LOC111130279,2,1,1
LOC111130283,7,6,1
LOC111130286,5,4,1
LOC111130294,2,1,1
LOC111130297,23,14,9
LOC111130306,2,4,-2
LOC111130310,5,3,2
LOC111130314,3,2,1
LOC111130316,3,2,1
LOC111130323,6,2,4
LOC111130325,6,4,2
LOC111130332,6,4,2
LOC111130338,9,4,5
LOC111130343,7,5,2
LOC111130345,3,6,-3
LOC111130350,3,1,2
LOC111130353,12,18,-6
LOC111130354,6,5,1
LOC111130369,5,4,1
LOC111130370,3,2,1
LOC111130375,3,4,-1
LOC111130384,5,4,1
LOC111130388,2,1,1
LOC111130389,3,2,1
LOC111130398,7,2,5
LOC111130400,2,1,1
LOC111130409,10,8,2
LOC111130412,5,4,1
LOC111130414,1,2,-1
LOC111130417,3,1,2
LOC111130420,2,1,1
LOC111130432,1,2,-1
LOC111130449,2,1,1
LOC111130456,4,3,1
LOC111130469,7,6,1
LOC111130470,3,2,1
LOC111130476,3,1,2
LOC111130479,4,3,1
LOC111130484,5,2,3
LOC111130485,2,1,1
LOC111130487,13,9,4
LOC111130490,2,1,1
LOC111130494,0,1,-1
LOC111130498,7,3,4
LOC111130516,1,2,-1
LOC111130518,4,3,1
LOC111130522,2,1,1
LOC111130524,2,1,1
LOC111130560,6,4,2
LOC111130561,2,1,1
LOC111130565,3,2,1
LOC111130574,4,3,1
LOC111130577,2,1,1
LOC111130579,4,3,1
LOC111130580,2,1,1
LOC111130597,2,1,1
LOC111130609,0,1,-1
LOC111130616,0,1,-1
LOC111130623,0,1,-1
LOC111130639,2,1,1
LOC111130648,2,1,1
LOC111130651,4,2,2
LOC111130652,2,1,1
LOC111130655,2,1,1
LOC111130673,7,6,1
LOC111130676,3,5,-2
LOC111130678,4,2,2
LOC111130695,3,2,1
LOC111130700,3,4,-1
LOC111130704,9,7,2
LOC111130714,1,2,-1
LOC111130720,3,2,1
LOC111130739,4,3,1
LOC111130742,5,4,1
LOC111130758,1,2,-1
LOC111130762,6,5,1
LOC111130775,3,2,1
LOC111130781,2,1,1
LOC111130802,3,2,1
LOC111130813,1,0,1
LOC111130839,1,4,-3
LOC111130847,2,1,1
LOC111130856,2,1,1
LOC111130862,2,1,1
LOC111130866,1,2,-1
LOC111130869,3,2,1
LOC111130872,2,1,1
LOC111130874,5,4,1
LOC111130892,2,1,1
LOC111130895,2,3,-1
LOC111130915,2,1,1
LOC111130918,9,7,2
LOC111130930,1,2,-1
LOC111130940,4,2,2
LOC111130943,2,1,1
LOC111130951,7,6,1
LOC111130965,2,1,1
LOC111130972,1,2,-1
LOC111130978,2,1,1
LOC111131055,3,2,1
LOC111131058,2,1,1
LOC111131074,2,3,-1
LOC111131099,16,11,5
LOC111131104,2,1,1
LOC111131106,2,1,1
LOC111131110,2,1,1
LOC111131113,3,2,1
LOC111131114,2,1,1
LOC111131115,4,3,1
LOC111131121,3,2,1
LOC111131122,2,1,1
LOC111131133,2,1,1
LOC111131137,3,1,2
LOC111131147,14,10,4
LOC111131152,0,1,-1
LOC111131162,3,1,2
LOC111131167,3,2,1
LOC111131168,3,2,1
LOC111131180,2,1,1
LOC111131187,3,2,1
LOC111131190,3,2,1
LOC111131195,1,2,-1
LOC111131199,2,1,1
LOC111131201,1,2,-1
LOC111131204,2,1,1
LOC111131217,2,1,1
LOC111131232,10,8,2
LOC111131233,0,1,-1
LOC111131249,2,1,1
LOC111131263,3,2,1
LOC111131265,1,4,-3
LOC111131266,9,7,2
LOC111131279,2,3,-1
LOC111131294,3,1,2
LOC111131301,13,9,4
LOC111131305,2,1,1
LOC111131325,2,1,1
LOC111131344,8,7,1
LOC111131361,1,2,-1
LOC111131379,2,1,1
LOC111131381,3,2,1
LOC111131389,2,4,-2
LOC111131396,3,1,2
LOC111131409,2,1,1
LOC111131418,6,8,-2
LOC111131430,2,1,1
LOC111131434,2,1,1
LOC111131437,16,13,3
LOC111131447,5,3,2
LOC111131459,5,3,2
LOC111131466,2,4,-2
LOC111131488,8,4,4
LOC111131489,4,3,1
LOC111131490,4,1,3
LOC111131502,1,2,-1
LOC111131505,12,9,3
LOC111131516,1,2,-1
LOC111131547,1,3,-2
LOC111131559,2,1,1
LOC111131560,1,2,-1
LOC111131563,16,11,5
LOC111131568,1,3,-2
LOC111131591,3,2,1
LOC111131606,0,1,-1
LOC111131623,2,1,1
LOC111131631,2,3,-1
LOC111131663,4,3,1
LOC111131667,3,2,1
LOC111131689,0,1,-1
LOC111131690,3,2,1
LOC111131692,4,3,1
LOC111131702,2,3,-1
LOC111131718,4,3,1
LOC111131727,2,1,1
LOC111131745,2,1,1
LOC111131751,3,2,1
LOC111131755,2,1,1
LOC111131763,5,3,2
LOC111131765,3,5,-2
LOC111131766,2,1,1
LOC111131767,2,4,-2
LOC111131768,9,4,5
LOC111131769,4,2,2
LOC111131782,3,2,1
LOC111131789,2,1,1
LOC111131803,2,3,-1
LOC111131805,8,6,2
LOC111131813,4,2,2
LOC111131814,4,3,1
LOC111131823,1,2,-1
LOC111131832,1,2,-1
LOC111131834,2,1,1
LOC111131839,2,1,1
LOC111131843,5,4,1
LOC111131849,2,1,1
LOC111131860,2,1,1
LOC111131871,20,13,7
LOC111131872,5,3,2
LOC111131917,4,3,1
LOC111132029,3,2,1
LOC111132038,2,1,1
LOC111132045,3,1,2
LOC111132052,3,2,1
LOC111132057,6,5,1
LOC111132069,5,4,1
LOC111132084,2,1,1
LOC111132094,4,2,2
LOC111132097,7,5,2
LOC111132099,7,5,2
LOC111132100,3,1,2
LOC111132107,7,5,2
LOC111132115,2,4,-2
LOC111132119,2,1,1
LOC111132123,6,4,2
LOC111132128,5,1,4
LOC111132144,2,1,1
LOC111132147,8,6,2
LOC111132155,3,2,1
LOC111132158,4,3,1
LOC111132168,4,2,2
LOC111132172,4,1,3
LOC111132178,7,5,2
LOC111132188,5,2,3
LOC111132200,4,2,2
LOC111132201,2,1,1
LOC111132213,6,5,1
LOC111132214,4,2,2
LOC111132223,3,2,1
LOC111132236,0,1,-1
LOC111132269,3,1,2
LOC111132289,3,2,1
LOC111132296,2,1,1
LOC111132299,3,4,-1
LOC111132310,0,1,-1
LOC111132319,3,2,1
LOC111132349,2,1,1
LOC111132367,0,1,-1
LOC111132370,0,1,-1
LOC111132372,0,1,-1
LOC111132380,0,1,-1
LOC111132402,1,0,1
LOC111132403,0,1,-1
LOC111132405,0,1,-1
LOC111132409,6,3,3
LOC111132445,0,1,-1
LOC111132450,15,9,6
LOC111132455,0,1,-1
LOC111132477,0,1,-1
LOC111132478,0,1,-1
LOC111132493,4,3,1
LOC111132495,2,3,-1
LOC111132545,2,3,-1
LOC111132580,3,1,2
LOC111132591,0,1,-1
LOC111132606,0,1,-1
LOC111132619,0,1,-1
LOC111132628,0,1,-1
LOC111132640,0,1,-1
LOC111132642,0,1,-1
LOC111132648,1,2,-1
LOC111132659,0,1,-1
LOC111132661,0,1,-1
LOC111132663,2,1,1
LOC111132693,0,1,-1
LOC111132721,0,1,-1
LOC111132726,2,1,1
LOC111132735,0,1,-1
LOC111132765,0,1,-1
LOC111132770,0,1,-1
LOC111132787,6,4,2
LOC111132798,6,4,2
LOC111132801,3,2,1
LOC111132802,4,3,1
LOC111132803,2,1,1
LOC111132806,4,2,2
LOC111132812,1,3,-2
LOC111132831,2,1,1
LOC111132835,2,1,1
LOC111132846,1,2,-1
LOC111132847,2,1,1
LOC111132848,4,2,2
LOC111132849,0,1,-1
LOC111132856,6,3,3
LOC111132865,10,8,2
LOC111132879,8,7,1
LOC111132899,2,1,1
LOC111132911,3,2,1
LOC111132922,22,12,10
LOC111132924,10,6,4
LOC111132939,5,4,1
LOC111132946,1,2,-1
LOC111132962,5,4,1
LOC111132966,14,9,5
LOC111132982,3,2,1
LOC111132985,8,4,4
LOC111132988,4,1,3
LOC111132990,6,5,1
LOC111132992,2,1,1
LOC111132993,2,1,1
LOC111132994,1,2,-1
LOC111133009,5,2,3
LOC111133016,3,2,1
LOC111133017,3,2,1
LOC111133023,5,4,1
LOC111133039,2,1,1
LOC111133041,5,6,-1
LOC111133046,2,1,1
LOC111133047,4,2,2
LOC111133049,4,2,2
LOC111133062,7,6,1
LOC111133066,4,3,1
LOC111133069,2,1,1
LOC111133075,2,1,1
LOC111133084,10,9,1
LOC111133092,2,1,1
LOC111133102,1,2,-1
LOC111133103,2,1,1
LOC111133106,6,2,4
LOC111133109,2,1,1
LOC111133119,5,4,1
LOC111133122,2,1,1
LOC111133125,3,2,1
LOC111133134,2,1,1
LOC111133137,2,1,1
LOC111133139,4,3,1
LOC111133144,9,5,4
LOC111133146,4,3,1
LOC111133152,3,2,1
LOC111133162,2,1,1
LOC111133175,1,2,-1
LOC111133178,3,2,1
LOC111133184,2,3,-1
LOC111133185,1,2,-1
LOC111133186,2,1,1
LOC111133189,5,2,3
LOC111133196,2,1,1
LOC111133201,0,1,-1
LOC111133205,11,10,1
LOC111133209,4,3,1
LOC111133216,2,1,1
LOC111133218,3,5,-2
LOC111133219,8,3,5
LOC111133239,5,4,1
LOC111133242,4,3,1
LOC111133261,3,2,1
LOC111133277,2,1,1
LOC111133278,3,4,-1
LOC111133279,2,1,1
LOC111133280,3,4,-1
LOC111133281,10,7,3
LOC111133282,5,7,-2
LOC111133301,4,3,1
LOC111133314,0,1,-1
LOC111133321,0,1,-1
LOC111133327,28,13,15
LOC111133328,3,2,1
LOC111133335,3,1,2
LOC111133340,2,1,1
LOC111133341,4,1,3
LOC111133344,3,2,1
LOC111133348,3,2,1
LOC111133350,10,7,3
LOC111133355,2,1,1
LOC111133356,2,1,1
LOC111133360,1,2,-1
LOC111133364,2,1,1
LOC111133377,2,1,1
LOC111133379,8,6,2
LOC111133381,6,4,2
LOC111133389,5,4,1
LOC111133390,3,4,-1
LOC111133392,2,4,-2
LOC111133393,2,1,1
LOC111133394,3,2,1
LOC111133398,11,10,1
LOC111133399,10,5,5
LOC111133401,4,1,3
LOC111133402,0,1,-1
LOC111133403,13,11,2
LOC111133410,0,1,-1
LOC111133422,3,1,2
LOC111133441,2,4,-2
LOC111133443,5,4,1
LOC111133454,0,1,-1
LOC111133461,1,2,-1
LOC111133469,3,2,1
LOC111133477,6,3,3
LOC111133485,5,4,1
LOC111133490,2,1,1
LOC111133494,1,2,-1
LOC111133506,7,2,5
LOC111133511,2,1,1
LOC111133512,0,1,-1
LOC111133517,1,2,-1
LOC111133521,6,5,1
LOC111133525,2,1,1
LOC111133526,2,3,-1
LOC111133527,2,1,1
LOC111133537,2,1,1
LOC111133547,2,1,1
LOC111133551,1,2,-1
LOC111133563,5,3,2
LOC111133572,5,3,2
LOC111133574,4,2,2
LOC111133575,3,1,2
LOC111133576,3,1,2
LOC111133577,3,2,1
LOC111133578,3,2,1
LOC111133579,2,3,-1
LOC111133580,2,1,1
LOC111133585,2,1,1
LOC111133586,2,1,1
LOC111133600,4,3,1
LOC111133606,6,4,2
LOC111133618,4,3,1
LOC111133629,4,2,2
LOC111133638,1,0,1
LOC111133643,2,1,1
LOC111133646,3,2,1
LOC111133648,2,1,1
LOC111133649,2,1,1
LOC111133650,1,0,1
LOC111133651,9,6,3
LOC111133653,3,1,2
LOC111133666,28,5,23
LOC111133668,2,1,1
LOC111133681,4,5,-1
LOC111133683,2,1,1
LOC111133687,7,6,1
LOC111133691,1,2,-1
LOC111133692,5,3,2
LOC111133730,2,1,1
LOC111133736,4,3,1
LOC111133737,5,4,1
LOC111133741,5,4,1
LOC111133742,3,2,1
LOC111133743,0,1,-1
LOC111133746,0,1,-1
LOC111133754,3,2,1
LOC111133761,2,1,1
LOC111133770,1,2,-1
LOC111133774,4,2,2
LOC111133779,10,4,6
LOC111133787,2,1,1
LOC111133792,2,1,1
LOC111133795,2,1,1
LOC111133799,1,3,-2
LOC111133801,3,1,2
LOC111133803,3,2,1
LOC111133810,2,1,1
LOC111133822,4,3,1
LOC111133825,1,2,-1
LOC111133828,2,3,-1
LOC111133829,1,2,-1
LOC111133830,0,1,-1
LOC111133833,3,2,1
LOC111133837,2,1,1
LOC111133840,2,1,1
LOC111133844,2,1,1
LOC111133855,2,1,1
LOC111133866,0,1,-1
LOC111133867,2,1,1
LOC111133875,2,1,1
LOC111133878,2,1,1
LOC111133883,2,0,2
LOC111133891,10,4,6
LOC111133895,3,4,-1
LOC111133898,3,1,2
LOC111133901,3,1,2
LOC111133916,2,1,1
LOC111133922,3,4,-1
LOC111133929,1,2,-1
LOC111133934,4,3,1
LOC111133948,2,1,1
LOC111133952,0,1,-1
LOC111133963,2,1,1
LOC111133964,3,2,1
LOC111133968,1,0,1
LOC111133975,0,1,-1
LOC111133991,0,1,-1
LOC111133995,8,9,-1
LOC111133998,2,1,1
LOC111134000,8,4,4
LOC111134003,1,2,-1
LOC111134015,2,3,-1
LOC111134016,0,1,-1
LOC111134030,2,4,-2
LOC111134042,6,3,3
LOC111134043,7,3,4
LOC111134044,1,2,-1
LOC111134046,3,2,1
LOC111134059,8,6,2
LOC111134076,5,4,1
LOC111134088,3,2,1
LOC111134089,9,7,2
LOC111134093,6,4,2
LOC111134100,1,2,-1
LOC111134109,3,2,1
LOC111134110,2,1,1
LOC111134112,4,2,2
LOC111134136,2,1,1
LOC111134139,4,3,1
LOC111134142,1,2,-1
LOC111134145,4,3,1
LOC111134156,1,2,-1
LOC111134168,1,2,-1
LOC111134173,0,1,-1
LOC111134194,0,1,-1
LOC111134197,0,1,-1
LOC111134200,4,3,1
LOC111134201,3,2,1
LOC111134203,3,2,1
LOC111134216,2,1,1
LOC111134218,3,4,-1
LOC111134221,1,2,-1
LOC111134225,1,2,-1
LOC111134227,2,3,-1
LOC111134229,2,3,-1
LOC111134237,5,4,1
LOC111134239,5,7,-2
LOC111134240,1,2,-1
LOC111134243,5,4,1
LOC111134251,1,0,1
LOC111134255,2,1,1
LOC111134256,6,2,4
LOC111134258,3,2,1
LOC111134261,2,1,1
LOC111134262,1,2,-1
LOC111134263,4,3,1
LOC111134265,5,4,1
LOC111134272,1,2,-1
LOC111134279,2,1,1
LOC111134284,0,1,-1
LOC111134309,3,1,2
LOC111134311,5,3,2
LOC111134313,5,4,1
LOC111134319,4,2,2
LOC111134324,6,8,-2
LOC111134328,6,4,2
LOC111134348,2,1,1
LOC111134358,3,2,1
LOC111134365,2,1,1
LOC111134367,6,3,3
LOC111134383,0,1,-1
LOC111134385,0,1,-1
LOC111134394,8,6,2
LOC111134398,3,2,1
LOC111134415,0,1,-1
LOC111134417,10,6,4
LOC111134423,12,11,1
LOC111134433,1,2,-1
LOC111134437,2,1,1
LOC111134444,4,3,1
LOC111134445,4,3,1
LOC111134448,0,1,-1
LOC111134461,1,0,1
LOC111134464,4,5,-1
LOC111134465,6,2,4
LOC111134469,2,1,1
LOC111134473,8,7,1
LOC111134482,3,2,1
LOC111134488,2,1,1
LOC111134489,3,1,2
LOC111134490,2,1,1
LOC111134491,1,2,-1
LOC111134493,2,1,1
LOC111134494,2,1,1
LOC111134495,0,1,-1
LOC111134498,1,2,-1
LOC111134503,2,1,1
LOC111134508,9,6,3
LOC111134509,6,5,1
LOC111134511,2,1,1
LOC111134518,2,1,1
LOC111134520,6,5,1
LOC111134530,2,1,1
LOC111134534,4,1,3
LOC111134556,1,0,1
LOC111134564,2,1,1
LOC111134568,4,3,1
LOC111134570,2,1,1
LOC111134572,13,5,8
LOC111134577,4,3,1
LOC111134581,0,1,-1
LOC111134586,1,0,1
LOC111134589,1,2,-1
LOC111134595,3,2,1
LOC111134609,4,3,1
LOC111134611,3,2,1
LOC111134614,3,2,1
LOC111134620,2,3,-1
LOC111134623,3,2,1
LOC111134624,3,2,1
LOC111134627,0,1,-1
LOC111134631,1,0,1
LOC111134632,4,5,-1
LOC111134633,16,15,1
LOC111134634,5,4,1
LOC111134644,2,3,-1
LOC111134651,11,5,6
LOC111134668,2,1,1
LOC111134670,3,2,1
LOC111134674,2,1,1
LOC111134678,4,6,-2
LOC111134681,2,1,1
LOC111134686,6,5,1
LOC111134693,2,1,1
LOC111134694,5,3,2
LOC111134696,4,3,1
LOC111134698,2,3,-1
LOC111134702,8,9,-1
LOC111134703,2,1,1
LOC111134710,2,1,1
LOC111134711,4,1,3
LOC111134715,3,2,1
LOC111134724,5,3,2
LOC111134725,6,4,2
LOC111134727,1,2,-1
LOC111134729,2,1,1
LOC111134737,11,10,1
LOC111134739,4,2,2
LOC111134744,2,1,1
LOC111134766,3,2,1
LOC111134772,9,16,-7
LOC111134775,3,5,-2
LOC111134785,2,1,1
LOC111134787,1,2,-1
LOC111134790,8,11,-3
LOC111134792,4,3,1
LOC111134793,2,3,-1
LOC111134794,5,3,2
LOC111134800,3,2,1
LOC111134801,2,1,1
LOC111134802,1,2,-1
LOC111134804,5,4,1
LOC111134809,1,2,-1
LOC111134813,2,1,1
LOC111134821,4,3,1
LOC111134825,10,7,3
LOC111134828,5,4,1
LOC111134832,0,1,-1
LOC111134837,2,3,-1
LOC111134839,2,1,1
LOC111134843,10,9,1
LOC111134855,6,7,-1
LOC111134857,3,1,2
LOC111134861,2,3,-1
LOC111134862,3,2,1
LOC111134869,4,2,2
LOC111134872,6,4,2
LOC111134876,6,4,2
LOC111134883,1,0,1
LOC111134886,14,13,1
LOC111134887,6,4,2
LOC111134897,2,1,1
LOC111134909,2,1,1
LOC111134915,1,0,1
LOC111134917,1,0,1
LOC111134924,1,0,1
LOC111134926,2,1,1
LOC111134927,3,2,1
LOC111134928,13,7,6
LOC111134935,6,5,1
LOC111134936,2,1,1
LOC111134944,2,3,-1
LOC111134950,6,3,3
LOC111134952,2,1,1
LOC111134958,2,1,1
