gene_name,females_controls_predom_isoform,females_exposed_predom_isoform,males_controls_predom_isoform,males_exposed_predom_isoform
LOC111099446,rna-XM_022430727.1,rna-XM_022430727.1,rna-XM_022430727.1,rna-XM_022430727.1
LOC111099447,rna-XM_022430728.1,rna-XM_022430728.1,rna-XM_022430728.1,rna-XM_022430728.1
LOC111099448,rna-XM_022430761.1,rna-XM_022430761.1,rna-XM_022430761.1,rna-XM_022430761.1
LOC111099449,rna-XM_022430729.1,rna-XM_022430729.1,rna-XM_022430729.1,rna-XM_022430729.1
LOC111099450,rna-XM_022430731.1,rna-XM_022430731.1,rna-XM_022430731.1,rna-XM_022430731.1
LOC111099451,rna-XM_022430735.1,rna-XM_022430735.1,rna-XM_022430735.1,rna-XM_022430735.1
LOC111099452,rna-XR_002633676.1,rna-XR_002633676.1,rna-XR_002633676.1,rna-XR_002633676.1
LOC111099453,rna-XM_022430733.1,rna-XM_022430733.1,rna-XM_022430733.1,rna-XM_022430733.1
LOC111099454,rna-XM_022430734.1,rna-XM_022430734.1,rna-XM_022430734.1,rna-XM_022430734.1
LOC111099455,rna-XM_022430736.1,rna-XM_022430736.1,rna-XM_022430736.1,rna-XM_022430736.1
LOC111099456,rna-XM_022430737.1,rna-XM_022430737.1,rna-XM_022430737.1,rna-XM_022430737.1
LOC111099457,rna-XR_002633678.1,rna-XR_002633686.1,rna-XR_002633677.1,rna-XR_002633680.1
LOC111099458,rna-XM_022430741.1,rna-XM_022430741.1,rna-XM_022430741.1,rna-XM_022430741.1
LOC111099459,rna-XM_022430743.1,rna-XM_022430743.1,rna-XM_022430752.1,rna-XM_022430752.1
LOC111099460,rna-XM_022430742.1,rna-XM_022430742.1,rna-XM_022430742.1,rna-XM_022430742.1
LOC111099461,rna-XM_022430745.1,rna-XM_022430745.1,rna-XM_022430745.1,rna-XM_022430745.1
LOC111099462,rna-XM_022430746.1,rna-XM_022430746.1,rna-XM_022430746.1,rna-XM_022430746.1
LOC111099463,rna-XM_022430750.1,rna-XM_022430747.1,rna-XM_022430750.1,rna-XM_022430750.1
LOC111099464,rna-XM_022430751.1,rna-XM_022430751.1,rna-XM_022430751.1,rna-XM_022430751.1
LOC111099465,rna-XM_022430754.1,rna-XM_022430754.1,rna-XM_022430754.1,rna-XM_022430754.1
LOC111099466,rna-XM_022430755.1,rna-XM_022430755.1,rna-XM_022430755.1,rna-XM_022430755.1
LOC111099467,rna-XR_002633689.1,rna-XR_002633689.1,rna-XR_002633689.1,rna-XR_002633689.1
LOC111099468,rna-XM_022430756.1,rna-XM_022430756.1,rna-XM_022430756.1,rna-XM_022430756.1
LOC111099469,rna-XM_022430757.1,rna-XM_022430757.1,rna-XM_022430757.1,rna-XM_022430757.1
LOC111099470,rna-XM_022430758.1,rna-XM_022430758.1,rna-XM_022430758.1,rna-XM_022430758.1
LOC111099471,rna-XM_022430762.1,rna-XM_022430762.1,rna-XM_022430762.1,rna-XM_022430762.1
LOC111099472,rna-XR_002633691.1,rna-XR_002633691.1,rna-XR_002633691.1,rna-XR_002633691.1
LOC111099473,rna-XM_022430759.1,rna-XM_022430759.1,rna-XM_022430759.1,rna-XM_022430759.1
LOC111099474,rna-XM_022430760.1,rna-XM_022430760.1,rna-XM_022430760.1,rna-XM_022430760.1
LOC111099475,rna-XM_022430763.1,rna-XM_022430763.1,rna-XM_022430763.1,rna-XM_022430763.1
LOC111099476,rna-XM_022430764.1,rna-XM_022430765.1,rna-XM_022430764.1,rna-XM_022430764.1
LOC111099477,rna-XM_022430766.1,rna-XM_022430766.1,rna-XM_022430766.1,rna-XM_022430766.1
LOC111099478,rna-XM_022430767.1,rna-XM_022430767.1,rna-XM_022430767.1,rna-XM_022430767.1
LOC111099479,rna-XM_022430768.1,rna-XM_022430768.1,rna-XM_022430768.1,rna-XM_022430768.1
LOC111099480,rna-XM_022430770.1,rna-XM_022430770.1,rna-XM_022430770.1,rna-XM_022430770.1
LOC111099481,rna-XM_022430775.1,rna-XM_022430775.1,rna-XM_022430784.1,rna-XM_022430784.1
LOC111099482,rna-XM_022430771.1,rna-XM_022430771.1,rna-XM_022430771.1,rna-XM_022430771.1
LOC111099483,rna-XM_022430772.1,rna-XM_022430773.1,rna-XM_022430772.1,rna-XM_022430772.1
LOC111099484,rna-XM_022430777.1,rna-XM_022430777.1,rna-XM_022430777.1,rna-XM_022430777.1
LOC111099485,rna-XM_022430778.1,rna-XM_022430778.1,rna-XM_022430778.1,rna-XM_022430778.1
LOC111099486,rna-XM_022430779.1,rna-XM_022430779.1,rna-XM_022430779.1,rna-XM_022430779.1
LOC111099487,rna-XR_002633692.1,rna-XR_002633692.1,rna-XR_002633692.1,rna-XR_002633692.1
LOC111099488,rna-XR_002633693.1,rna-XR_002633694.1,rna-XR_002633693.1,rna-XR_002633693.1
LOC111099489,rna-XM_022430787.1,rna-XM_022430787.1,rna-XM_022430787.1,rna-XM_022430787.1
LOC111099490,rna-XM_022430788.1,rna-XM_022430788.1,rna-XM_022430788.1,rna-XM_022430788.1
LOC111099491,rna-XM_022430790.1,rna-XM_022430790.1,rna-XM_022430790.1,rna-XM_022430790.1
LOC111099492,rna-XR_002633695.1,rna-XR_002633695.1,rna-XR_002633695.1,rna-XR_002633695.1
LOC111099493,rna-XM_022430793.1,rna-XM_022430793.1,rna-XM_022430793.1,rna-XM_022430793.1
LOC111099494,rna-XM_022430794.1,rna-XM_022430794.1,rna-XM_022430794.1,rna-XM_022430794.1
LOC111099495,rna-XM_022430795.1,rna-XM_022430795.1,rna-XM_022430795.1,rna-XM_022430795.1
LOC111099496,rna-XM_022430796.1,rna-XM_022430796.1,rna-XM_022430797.1,rna-XM_022430796.1
LOC111099497,rna-XM_022430799.1,rna-XM_022430799.1,rna-XM_022430799.1,rna-XM_022430799.1
LOC111099498,rna-XM_022430800.1,rna-XM_022430800.1,rna-XM_022430800.1,rna-XM_022430800.1
LOC111099499,rna-XM_022430802.1,rna-XM_022430802.1,rna-XM_022430802.1,rna-XM_022430802.1
LOC111099500,rna-XM_022430803.1,rna-XM_022430803.1,rna-XM_022430803.1,rna-XM_022430803.1
LOC111099501,rna-XM_022430804.1,rna-XM_022430804.1,rna-XM_022430804.1,rna-XM_022430804.1
LOC111099502,rna-XM_022430811.1,rna-XM_022430811.1,rna-XM_022430811.1,rna-XM_022430811.1
LOC111099503,rna-XM_022430808.1,rna-XM_022430808.1,rna-XM_022430808.1,rna-XM_022430808.1
LOC111099504,rna-XM_022430809.1,rna-XM_022430813.1,rna-XM_022430810.1,rna-XM_022430810.1
LOC111099505,rna-XR_002633697.1,rna-XR_002633697.1,rna-XR_002633697.1,rna-XR_002633697.1
LOC111099506,rna-XM_022430815.1,rna-XM_022430814.1,rna-XM_022430814.1,rna-XM_022430814.1
LOC111099507,rna-XM_022430816.1,rna-XM_022430816.1,rna-XM_022430816.1,rna-XM_022430816.1
LOC111099508,rna-XM_022430817.1,rna-XR_002633698.1,rna-XR_002633698.1,rna-XR_002633698.1
LOC111099509,rna-XM_022430822.1,rna-XM_022430822.1,rna-XM_022430822.1,rna-XM_022430822.1
LOC111099510,rna-XM_022430819.1,rna-XM_022430819.1,rna-XM_022430819.1,rna-XM_022430819.1
LOC111099511,rna-XM_022430820.1,rna-XM_022430820.1,rna-XM_022430820.1,rna-XM_022430821.1
LOC111099512,rna-XR_002633699.1,rna-XR_002633699.1,rna-XR_002633699.1,rna-XR_002633699.1
LOC111099513,rna-XM_022430823.1,rna-XM_022430823.1,rna-XM_022430823.1,rna-XM_022430823.1
LOC111099514,rna-XM_022430824.1,rna-XM_022430824.1,rna-XM_022430824.1,rna-XM_022430824.1
LOC111099515,rna-XM_022430825.1,rna-XM_022430826.1,rna-XM_022430826.1,rna-XM_022430826.1
LOC111099516,rna-XM_022430828.1,rna-XM_022430828.1,rna-XM_022430828.1,rna-XM_022430828.1
LOC111099517,rna-XM_022430829.1,rna-XM_022430829.1,rna-XM_022430829.1,rna-XM_022430829.1
LOC111099518,rna-XM_022430854.1,rna-XM_022430854.1,rna-XM_022430854.1,rna-XM_022430854.1
LOC111099519,rna-XM_022430832.1,rna-XM_022430832.1,rna-XM_022430831.1,rna-XM_022430831.1
LOC111099520,rna-XR_002633700.1,rna-XR_002633700.1,rna-XR_002633700.1,rna-XR_002633700.1
LOC111099521,rna-XM_022430833.1,rna-XM_022430833.1,rna-XM_022430833.1,rna-XM_022430833.1
LOC111099522,rna-XM_022430835.1,rna-XM_022430835.1,rna-XM_022430835.1,rna-XM_022430835.1
LOC111099523,rna-XM_022430836.1,rna-XM_022430836.1,rna-XM_022430836.1,rna-XM_022430836.1
LOC111099524,rna-XM_022430837.1,rna-XM_022430837.1,rna-XM_022430837.1,rna-XM_022430837.1
LOC111099525,rna-XR_002633701.1,rna-XR_002633701.1,rna-XR_002633701.1,rna-XR_002633701.1
LOC111099526,rna-XM_022430838.1,rna-XM_022430838.1,rna-XM_022430838.1,rna-XM_022430838.1
LOC111099527,rna-XM_022430839.1,rna-XM_022430839.1,rna-XM_022430839.1,rna-XM_022430839.1
LOC111099528,rna-XM_022430840.1,rna-XM_022430840.1,rna-XM_022430840.1,rna-XM_022430840.1
LOC111099529,rna-XM_022430875.1,rna-XM_022430875.1,rna-XM_022430875.1,rna-XM_022430875.1
LOC111099530,rna-XR_002633702.1,rna-XR_002633702.1,rna-XR_002633702.1,rna-XR_002633702.1
LOC111099531,rna-XM_022430842.1,rna-XM_022430842.1,rna-XM_022430842.1,rna-XM_022430842.1
LOC111099532,rna-XM_022430844.1,rna-XM_022430844.1,rna-XR_002633703.1,rna-XR_002633703.1
LOC111099533,rna-XM_022430845.1,rna-XM_022430845.1,rna-XM_022430845.1,rna-XM_022430845.1
LOC111099534,rna-XM_022430846.1,rna-XM_022430846.1,rna-XM_022430846.1,rna-XM_022430846.1
LOC111099535,rna-XM_022430847.1,rna-XM_022430847.1,rna-XM_022430847.1,rna-XM_022430847.1
LOC111099536,rna-XM_022430849.1,rna-XM_022430849.1,rna-XM_022430849.1,rna-XM_022430849.1
LOC111099537,rna-XM_022430850.1,rna-XM_022430850.1,rna-XM_022430850.1,rna-XM_022430850.1
LOC111099538,rna-XR_002633705.1,rna-XR_002633705.1,rna-XR_002633705.1,rna-XR_002633705.1
LOC111099539,rna-XM_022430852.1,rna-XM_022430852.1,rna-XM_022430852.1,rna-XM_022430852.1
LOC111099540,rna-XM_022430853.1,rna-XM_022430853.1,rna-XM_022430853.1,rna-XM_022430853.1
LOC111099541,rna-XR_002633706.1,rna-XR_002633706.1,rna-XR_002633706.1,rna-XR_002633706.1
LOC111099542,rna-XM_022430855.1,rna-XM_022430855.1,rna-XM_022430855.1,rna-XM_022430855.1
LOC111099543,rna-XM_022430857.1,rna-XM_022430857.1,rna-XM_022430857.1,rna-XM_022430857.1
LOC111099544,rna-XM_022430858.1,rna-XM_022430858.1,rna-XM_022430858.1,rna-XM_022430858.1
LOC111099545,rna-XM_022430859.1,rna-XM_022430859.1,rna-XM_022430859.1,rna-XM_022430859.1
LOC111099546,rna-XM_022430860.1,rna-XM_022430860.1,rna-XM_022430860.1,rna-XM_022430860.1
LOC111099547,rna-XM_022430861.1,rna-XM_022430861.1,rna-XM_022430861.1,rna-XM_022430861.1
LOC111099548,rna-XM_022430865.1,rna-XM_022430865.1,rna-XM_022430865.1,rna-XM_022430865.1
LOC111099549,rna-XM_022430862.1,rna-XM_022430862.1,rna-XM_022430862.1,rna-XM_022430864.1
LOC111099550,rna-XR_002633707.1,rna-XR_002633707.1,rna-XR_002633707.1,rna-XR_002633707.1
LOC111099551,rna-XM_022430866.1,rna-XM_022430866.1,rna-XM_022430866.1,rna-XM_022430866.1
LOC111099552,rna-XM_022430868.1,rna-XM_022430868.1,rna-XM_022430868.1,rna-XM_022430868.1
LOC111099553,rna-XM_022430869.1,rna-XM_022430869.1,rna-XM_022430869.1,rna-XM_022430869.1
LOC111099554,rna-XM_022430870.1,rna-XM_022430870.1,rna-XM_022430870.1,rna-XM_022430870.1
LOC111099555,rna-XM_022430871.1,rna-XM_022430871.1,rna-XM_022430871.1,rna-XM_022430871.1
LOC111099556,rna-XM_022430872.1,rna-XM_022430872.1,rna-XM_022430872.1,rna-XM_022430872.1
LOC111099557,rna-XM_022430876.1,rna-XM_022430876.1,rna-XM_022430876.1,rna-XM_022430876.1
LOC111099558,rna-XM_022430873.1,rna-XM_022430873.1,rna-XM_022430873.1,rna-XM_022430873.1
LOC111099559,rna-XM_022430874.1,rna-XM_022430874.1,rna-XM_022430874.1,rna-XM_022430874.1
LOC111099560,rna-XR_002633709.1,rna-XR_002633709.1,rna-XR_002633709.1,rna-XR_002633709.1
LOC111099561,rna-XR_002633710.1,rna-XR_002633710.1,rna-XR_002633710.1,rna-XR_002633710.1
LOC111099562,rna-XR_002633711.1,rna-XR_002633711.1,rna-XR_002633711.1,rna-XR_002633711.1
LOC111099563,rna-XM_022430877.1,rna-XM_022430877.1,rna-XM_022430877.1,rna-XM_022430877.1
LOC111099564,rna-XM_022430880.1,rna-XM_022430880.1,rna-XM_022430880.1,rna-XM_022430880.1
LOC111099565,gene-LOC111099565,gene-LOC111099565,gene-LOC111099565,gene-LOC111099565
LOC111099566,rna-XM_022430881.1,rna-XM_022430881.1,rna-XM_022430881.1,rna-XM_022430881.1
LOC111099567,rna-XM_022430884.1,rna-XM_022430885.1,rna-XM_022430885.1,rna-XM_022430885.1
LOC111099568,rna-XR_002633712.1,rna-XR_002633712.1,rna-XR_002633712.1,rna-XR_002633712.1
LOC111099569,rna-XM_022430886.1,rna-XM_022430887.1,rna-XM_022430886.1,rna-XM_022430886.1
LOC111099570,rna-XM_022430888.1,rna-XM_022430888.1,rna-XM_022430888.1,rna-XM_022430888.1
LOC111099571,rna-XM_022430889.1,rna-XM_022430889.1,rna-XM_022430889.1,rna-XM_022430889.1
LOC111099572,rna-XM_022430890.1,rna-XM_022430890.1,rna-XM_022430890.1,rna-XM_022430890.1
LOC111099573,rna-XM_022430893.1,rna-XM_022430893.1,rna-XM_022430893.1,rna-XM_022430893.1
LOC111099574,rna-XM_022430892.1,rna-XM_022430892.1,rna-XM_022430892.1,rna-XM_022430892.1
LOC111099575,rna-XR_002633713.1,rna-XR_002633713.1,rna-XR_002633713.1,rna-XR_002633713.1
LOC111099576,rna-XR_002633718.1,rna-XR_002633718.1,rna-XR_002633718.1,rna-XR_002633718.1
LOC111099577,rna-XM_022430894.1,rna-XM_022430894.1,rna-XM_022430895.1,rna-XM_022430895.1
LOC111099578,rna-XM_022430896.1,rna-XM_022430896.1,rna-XM_022430896.1,rna-XM_022430896.1
LOC111099579,rna-XM_022430899.1,rna-XR_002633719.1,rna-XM_022430898.1,rna-XM_022430898.1
LOC111099580,rna-XM_022430920.1,rna-XM_022430920.1,rna-XM_022430920.1,rna-XM_022430920.1
LOC111099581,rna-XM_022430900.1,rna-XM_022430900.1,rna-XM_022430900.1,rna-XM_022430900.1
LOC111099582,rna-XM_022430901.1,rna-XM_022430901.1,rna-XM_022430901.1,rna-XM_022430901.1
LOC111099583,rna-XM_022430903.1,rna-XM_022430903.1,rna-XM_022430903.1,rna-XM_022430903.1
LOC111099584,rna-XM_022430906.1,rna-XM_022430906.1,rna-XM_022430906.1,rna-XM_022430906.1
LOC111099585,rna-XM_022430907.1,rna-XM_022430907.1,rna-XM_022430907.1,rna-XM_022430907.1
LOC111099586,rna-XM_022430908.1,rna-XM_022430908.1,rna-XM_022430908.1,rna-XM_022430908.1
LOC111099587,rna-XM_022430915.1,rna-XM_022430915.1,rna-XM_022430910.1,rna-XM_022430915.1
LOC111099588,rna-XM_022430916.1,rna-XM_022430916.1,rna-XM_022430916.1,rna-XM_022430916.1
LOC111099589,rna-XM_022430917.1,rna-XM_022430917.1,rna-XM_022430917.1,rna-XM_022430917.1
LOC111099590,rna-XM_022430918.1,rna-XM_022430918.1,rna-XM_022430918.1,rna-XM_022430918.1
LOC111099591,rna-XM_022430921.1,rna-XM_022430919.1,rna-XM_022430921.1,rna-XM_022430921.1
LOC111099592,rna-XM_022430922.1,rna-XM_022430922.1,rna-XM_022430922.1,rna-XM_022430922.1
LOC111099593,rna-XM_022430926.1,rna-XM_022430926.1,rna-XM_022430926.1,rna-XM_022430926.1
LOC111099594,rna-XM_022430940.1,rna-XM_022430940.1,rna-XM_022430932.1,rna-XM_022430932.1
LOC111099595,rna-XM_022430928.1,rna-XM_022430928.1,rna-XM_022430928.1,rna-XM_022430928.1
LOC111099596,rna-XM_022430929.1,rna-XM_022430931.1,rna-XM_022430929.1,rna-XM_022430929.1
LOC111099597,rna-XM_022430934.1,rna-XM_022430934.1,rna-XM_022430934.1,rna-XM_022430934.1
LOC111099598,rna-XM_022430935.1,rna-XM_022430935.1,rna-XM_022430935.1,rna-XM_022430935.1
LOC111099599,rna-XR_002633723.1,rna-XR_002633723.1,rna-XR_002633723.1,rna-XR_002633723.1
LOC111099600,rna-XM_022430938.1,rna-XM_022430937.1,rna-XM_022430936.1,rna-XM_022430937.1
LOC111099601,rna-XM_022430941.1,rna-XM_022430939.1,rna-XM_022430941.1,rna-XM_022430939.1
LOC111099602,rna-XM_022430942.1,rna-XM_022430943.1,rna-XM_022430943.1,rna-XM_022430942.1
LOC111099603,rna-XM_022430953.1,rna-XM_022430944.1,rna-XM_022430944.1,rna-XM_022430944.1
LOC111099604,rna-XM_022430955.1,rna-XM_022430955.1,rna-XM_022430955.1,rna-XM_022430955.1
LOC111099605,rna-XM_022430994.1,rna-XM_022430994.1,rna-XM_022430994.1,rna-XM_022430994.1
LOC111099606,rna-XM_022430958.1,rna-XM_022430958.1,rna-XM_022430958.1,rna-XM_022430958.1
LOC111099607,rna-XR_002633724.1,rna-XR_002633724.1,rna-XR_002633724.1,rna-XR_002633724.1
LOC111099608,rna-XM_022430959.1,rna-XM_022430959.1,rna-XM_022430959.1,rna-XM_022430959.1
LOC111099609,rna-XM_022430960.1,rna-XM_022430960.1,rna-XM_022430960.1,rna-XM_022430960.1
LOC111099610,rna-XM_022430965.1,rna-XM_022430965.1,rna-XM_022430961.1,rna-XM_022430961.1
LOC111099611,rna-XR_002633725.1,rna-XR_002633725.1,rna-XR_002633725.1,rna-XR_002633725.1
LOC111099612,rna-XM_022430969.1,rna-XM_022430968.1,rna-XM_022430967.1,rna-XM_022430967.1
LOC111099613,rna-XM_022430970.1,rna-XM_022430970.1,rna-XM_022430970.1,rna-XM_022430971.1
LOC111099614,rna-XM_022430976.1,rna-XM_022430984.1,rna-XM_022430976.1,rna-XM_022430976.1
LOC111099615,rna-XR_002633726.1,rna-XR_002633726.1,rna-XM_022430972.1,rna-XM_022430972.1
LOC111099616,rna-XR_002633727.1,rna-XR_002633727.1,rna-XR_002633727.1,rna-XR_002633727.1
LOC111099617,rna-XM_022430979.1,rna-XM_022430979.1,rna-XM_022430979.1,rna-XM_022430979.1
LOC111099618,rna-XM_022430980.1,rna-XM_022430980.1,rna-XM_022430980.1,rna-XM_022430980.1
LOC111099619,rna-XM_022430981.1,rna-XM_022430981.1,rna-XM_022430981.1,rna-XM_022430981.1
LOC111099620,rna-XM_022430982.1,rna-XM_022430982.1,rna-XM_022430982.1,rna-XM_022430982.1
LOC111099621,rna-XM_022430985.1,rna-XM_022430985.1,rna-XM_022430985.1,rna-XM_022430985.1
LOC111099622,rna-XM_022430986.1,rna-XM_022430986.1,rna-XM_022430986.1,rna-XM_022430986.1
LOC111099623,rna-XM_022430987.1,rna-XM_022430987.1,rna-XM_022430987.1,rna-XM_022430987.1
LOC111099624,rna-XR_002633728.1,rna-XR_002633728.1,rna-XR_002633728.1,rna-XR_002633728.1
LOC111099625,rna-XM_022430988.1,rna-XM_022430988.1,rna-XM_022430988.1,rna-XM_022430988.1
LOC111099626,rna-XM_022430989.1,rna-XM_022430989.1,rna-XM_022430989.1,rna-XM_022430989.1
LOC111099627,rna-XM_022430990.1,rna-XM_022430990.1,rna-XM_022430990.1,rna-XM_022430990.1
LOC111099628,rna-XM_022430995.1,rna-XM_022430995.1,rna-XM_022430995.1,rna-XM_022430995.1
LOC111099629,rna-XM_022430991.1,rna-XM_022430991.1,rna-XM_022430991.1,rna-XM_022430991.1
LOC111099630,rna-XM_022430992.1,rna-XM_022430992.1,rna-XM_022430992.1,rna-XM_022430992.1
LOC111099631,rna-XM_022430993.1,rna-XM_022430993.1,rna-XM_022430993.1,rna-XM_022430993.1
LOC111099632,rna-XM_022430997.1,rna-XR_002633730.1,rna-XR_002633730.1,rna-XR_002633730.1
LOC111099633,rna-XM_022430999.1,rna-XM_022430999.1,rna-XM_022430999.1,rna-XM_022430999.1
LOC111099634,rna-XM_022431000.1,rna-XM_022431000.1,rna-XM_022431000.1,rna-XM_022431000.1
LOC111099635,rna-XR_002633731.1,rna-XR_002633731.1,rna-XR_002633731.1,rna-XR_002633731.1
LOC111099636,rna-XR_002633732.1,rna-XR_002633732.1,rna-XR_002633732.1,rna-XR_002633732.1
LOC111099637,rna-XR_002633733.1,rna-XR_002633733.1,rna-XR_002633733.1,rna-XR_002633733.1
LOC111099638,rna-XR_002633734.1,rna-XR_002633734.1,rna-XR_002633734.1,rna-XR_002633734.1
LOC111099639,rna-XM_022431001.1,rna-XM_022431001.1,rna-XM_022431002.1,rna-XM_022431002.1
LOC111099640,rna-XR_002633735.1,rna-XR_002633735.1,rna-XR_002633735.1,rna-XR_002633735.1
LOC111099641,rna-XM_022431006.1,rna-XM_022431006.1,rna-XM_022431006.1,rna-XM_022431006.1
LOC111099642,rna-XM_022431007.1,rna-XM_022431007.1,rna-XM_022431008.1,rna-XM_022431007.1
LOC111099643,rna-XM_022431011.1,rna-XM_022431011.1,rna-XM_022431011.1,rna-XM_022431011.1
LOC111099644,rna-XM_022431009.1,rna-XM_022431009.1,rna-XM_022431009.1,rna-XM_022431009.1
LOC111099645,rna-XR_002633736.1,rna-XR_002633736.1,rna-XR_002633736.1,rna-XR_002633736.1
LOC111099646,rna-XM_022431012.1,rna-XM_022431010.1,rna-XM_022431012.1,rna-XM_022431012.1
LOC111099647,rna-XR_002633737.1,rna-XR_002633737.1,rna-XR_002633737.1,rna-XR_002633737.1
LOC111099648,rna-XM_022431013.1,rna-XM_022431013.1,rna-XM_022431013.1,rna-XM_022431013.1
LOC111099649,rna-XR_002633739.1,rna-XR_002633739.1,rna-XR_002633739.1,rna-XR_002633739.1
LOC111099650,rna-XM_022431015.1,rna-XM_022431015.1,rna-XM_022431015.1,rna-XM_022431016.1
LOC111099651,rna-XM_022431017.1,rna-XM_022431017.1,rna-XM_022431017.1,rna-XM_022431017.1
LOC111099652,rna-XM_022431022.1,rna-XM_022431022.1,rna-XM_022431022.1,rna-XM_022431022.1
LOC111099653,rna-XM_022431018.1,rna-XM_022431018.1,rna-XM_022431018.1,rna-XM_022431018.1
LOC111099654,rna-XM_022431019.1,rna-XM_022431019.1,rna-XM_022431019.1,rna-XM_022431019.1
LOC111099655,rna-XM_022431023.1,rna-XM_022431023.1,rna-XM_022431023.1,rna-XM_022431023.1
LOC111099656,rna-XM_022431024.1,rna-XM_022431024.1,rna-XM_022431024.1,rna-XM_022431024.1
LOC111099657,rna-XM_022431025.1,rna-XM_022431025.1,rna-XM_022431025.1,rna-XM_022431025.1
LOC111099658,rna-XM_022431026.1,rna-XM_022431026.1,rna-XM_022431026.1,rna-XM_022431026.1
LOC111099659,rna-XM_022431028.1,rna-XM_022431028.1,rna-XM_022431039.1,rna-XM_022431039.1
LOC111099660,rna-XM_022431027.1,rna-XM_022431027.1,rna-XM_022431027.1,rna-XM_022431027.1
LOC111099661,rna-XR_002633740.1,rna-XR_002633740.1,rna-XR_002633740.1,rna-XR_002633740.1
LOC111099662,rna-XR_002633741.1,rna-XR_002633741.1,rna-XR_002633741.1,rna-XR_002633741.1
LOC111099663,rna-XM_022431029.1,rna-XM_022431029.1,rna-XM_022431029.1,rna-XM_022431029.1
LOC111099664,rna-XM_022431040.1,rna-XM_022431040.1,rna-XM_022431040.1,rna-XM_022431040.1
LOC111099665,rna-XM_022431041.1,rna-XM_022431041.1,rna-XM_022431041.1,rna-XM_022431041.1
LOC111099666,rna-XM_022431042.1,rna-XM_022431042.1,rna-XM_022431042.1,rna-XM_022431042.1
LOC111099667,rna-XM_022431043.1,rna-XM_022431043.1,rna-XM_022431043.1,rna-XM_022431043.1
LOC111099668,rna-XM_022431055.1,rna-XM_022431055.1,rna-XM_022431055.1,rna-XM_022431055.1
LOC111099669,rna-XM_022431057.1,rna-XM_022431057.1,rna-XM_022431057.1,rna-XM_022431057.1
LOC111099670,rna-XM_022431060.1,rna-XM_022431060.1,rna-XM_022431060.1,rna-XM_022431060.1
LOC111099671,rna-XM_022431058.1,rna-XM_022431058.1,rna-XM_022431058.1,rna-XM_022431058.1
LOC111099672,gene-LOC111099672,gene-LOC111099672,gene-LOC111099672,gene-LOC111099672
LOC111099673,rna-XM_022431061.1,rna-XM_022431061.1,rna-XM_022431059.1,rna-XR_002633744.1
LOC111099674,rna-XM_022431065.1,rna-XM_022431064.1,rna-XM_022431065.1,rna-XM_022431065.1
LOC111099675,rna-XR_002633746.1,rna-XR_002633745.1,rna-XR_002633746.1,rna-XR_002633745.1
LOC111099676,rna-XM_022431067.1,rna-XM_022431067.1,rna-XM_022431067.1,rna-XM_022431067.1
LOC111099677,rna-XR_002633751.1,rna-XR_002633751.1,rna-XR_002633751.1,rna-XR_002633751.1
LOC111099678,rna-XM_022431089.1,rna-XM_022431089.1,rna-XM_022431089.1,rna-XM_022431089.1
LOC111099679,rna-XM_022431068.1,rna-XM_022431068.1,rna-XM_022431068.1,rna-XM_022431068.1
LOC111099680,rna-XM_022431069.1,rna-XM_022431069.1,rna-XM_022431069.1,rna-XM_022431069.1
LOC111099681,rna-XM_022431070.1,rna-XM_022431070.1,rna-XM_022431070.1,rna-XM_022431070.1
LOC111099682,rna-XM_022431072.1,rna-XM_022431072.1,rna-XM_022431072.1,rna-XM_022431072.1
LOC111099683,rna-XM_022431074.1,rna-XM_022431074.1,rna-XM_022431074.1,rna-XM_022431074.1
LOC111099684,rna-XM_022431076.1,rna-XM_022431076.1,rna-XM_022431076.1,rna-XM_022431076.1
LOC111099685,rna-XM_022431077.1,rna-XM_022431077.1,rna-XM_022431077.1,rna-XM_022431077.1
LOC111099686,rna-XM_022431078.1,rna-XM_022431078.1,rna-XM_022431078.1,rna-XM_022431078.1
LOC111099687,rna-XM_022431082.1,rna-XM_022431082.1,rna-XM_022431082.1,rna-XM_022431082.1
LOC111099688,rna-XM_022431083.1,rna-XM_022431083.1,rna-XM_022431084.1,rna-XM_022431083.1
LOC111099689,rna-XM_022431086.1,rna-XM_022431086.1,rna-XM_022431086.1,rna-XM_022431086.1
LOC111099690,rna-XM_022431088.1,rna-XM_022431088.1,rna-XM_022431088.1,rna-XM_022431088.1
LOC111099691,rna-XM_022431090.1,rna-XM_022431090.1,rna-XM_022431090.1,rna-XM_022431090.1
LOC111099692,rna-XM_022431094.1,rna-XM_022431094.1,rna-XM_022431091.1,rna-XM_022431091.1
LOC111099693,rna-XM_022431103.1,rna-XM_022431103.1,rna-XM_022431103.1,rna-XM_022431103.1
LOC111099694,rna-XM_022431102.1,rna-XM_022431102.1,rna-XM_022431102.1,rna-XM_022431102.1
LOC111099695,rna-XR_002633748.1,rna-XR_002633748.1,rna-XR_002633748.1,rna-XR_002633748.1
LOC111099696,rna-XM_022431106.1,rna-XM_022431104.1,rna-XM_022431104.1,rna-XM_022431104.1
LOC111099697,rna-XM_022431107.1,rna-XM_022431107.1,rna-XM_022431107.1,rna-XM_022431107.1
